,start,end,label,label_text
8943,662873,662893,MISC,lateinischen Sprache
8944,662839,662850,ORG,kirchlichen
8945,663110,663130,MISC,lateinischen Sprache
8946,662966,662974,ORG,Katholik
8947,663070,663076,ORG,Nonnen
8948,663200,663205,PER,David
8949,663538,663549,MISC,hebräischen
8950,663570,663580,MISC,Bibelterte
8951,663738,663755,MISC,deutschen Liedern
8952,663795,663803,PER,Psalmist
8953,663690,663697,PER,Tirinus
8954,663795,663803,ORG,Psalmist
8955,663835,663839,PER,H. K
8956,663876,663878,PER,er
8957,663885,663887,PER,Er
8958,663904,663906,PER,er
8959,663949,663956,MISC,Vulgata
8960,663996,664003,MISC,Vulgata
8961,664060,664076,ORG,alexandrinischen
8962,664111,664127,ORG,alexandrinischen
8963,664237,664248,PER,Uebersetzer
8964,664260,664262,PER,ee
8965,664044,664051,MISC,Vulgata
8966,664060,664076,LOC,alexandrinischen
8967,664060,664084,MISC,alexandrinischen Version
8968,664111,664127,LOC,alexandrinischen
8969,664111,664135,MISC,alexandrinischen Version
8970,664147,664154,MISC,Psalmen
8971,664331,664343,MISC,zweyte Psalm
8972,664390,664396,ORG,Heiden
8973,664466,664472,ORG,Völker
8974,664543,664558,ORG,Könige der Erde
8975,664612,664631,PER,Helfer ihrer Nöthen
8976,664563,664570,ORG,Fürsten
8977,664636,664649,PER,Höchsten Sohn
8978,664834,664838,PER,Herr
8979,664844,664855,PER,dessen Sohn
8980,664925,664927,PER,er
8981,665118,665125,MISC,Vulgata
8982,665163,665169,PER,Hr. K.
8983,665284,665291,MISC,Psalmen
8984,665308,665310,PER,Dr
8985,665335,665361,PER,Agnes Gräfinn von Habsburg
8986,665335,665409,MISC,Agnes Gräfinn von Habsburg ein vaterländisches Schauspiel in fünf Aufzügen
8987,665353,665361,ORG,Habsburg
8988,665414,665433,PER,Johann v. Kalchberg
8989,665446,665465,ORG,Franz Raver Miller.
8990,665435,665440,LOC,Grätz
8991,665446,665464,PER,Franz Raver Miller
8992,665466,665470,LOC,1788
8993,665466,665470,TIME,1788
8994,665478,665496,PER,Herr von Kalchberg
8995,665516,665530,TIME,seit 12 Jahren
8996,665553,665555,PER,Hn
8997,665557,665592,PER,Reisinger Gabriele von Montevecchio
8998,665608,665635,LOC,in den Gegenden Steyermarks
8999,665567,665592,MISC,Gabriele von Montevecchio
9000,665580,665592,LOC,Montevecchio
9001,665692,665695,PER,Jch
9002,665716,665718,PER,er
9003,665740,665768,ORG,meinen geliebten Landsleuten
9004,665789,665822,LOC,auf eigenem vaterländischem Boden
9005,666197,666206,TIME,ahre 1009
9006,666207,666231,LOC,im Oberlande Steyermarks
9007,666146,666183,MISC,aus seiner vaterländischen Geschichte
9008,666157,666172,LOC,vaterländischen
9009,666248,666274,PER,Wülfing Herr v. Stubenberg
9010,666264,666274,ORG,Stubenberg
9011,666293,666319,PER,Agnes Gräfinn von Habsburg
9012,666311,666319,ORG,Habsburg
9013,666325,666327,PER,er
9014,666337,666340,PER,ihr
9015,666361,666363,PER,er
9016,666383,666392,ORG,Sarazener
9017,666404,666407,PER,ihr
9018,666429,666432,PER,ich
9019,666484,666487,PER,ich
9020,666433,666449,TIME,in sieben Jahren
9021,666518,666523,PER,Aanes
9022,666612,666622,TIME,icht Jahre
9023,666651,666661,PER,Stubenbera
9024,666781,666784,PER,sie
9025,666678,666703,PER,Riedeger Herr v. Kuenring
9026,666695,666703,ORG,Kuenring
9027,666737,666766,PER,"Kunrad, des Bruders der Agnes"
9028,666867,666870,PER,ihm
9029,666850,666855,PER,Agnes
9030,666982,666992,PER,Stubenberg
9031,667076,667079,PER,ihn
9032,667042,667050,PER,Kuenring
9033,667058,667063,PER,Agnes
9034,667089,667099,EVENT,Zweykampfe
9035,667127,667132,PER,Agnes
9036,667163,667185,PER,Wülfing von Stubenberg
9037,667298,667310,LOC,steyerischen
9038,667298,667315,ORG,steyerischen Adel
9039,667339,667349,PER,Stubenberg
9040,667354,667362,PER,Kuenring
9041,667423,667431,LOC,Nennfeld
9042,667457,667477,PER,Herren v. Stubenberg
9043,667674,667676,PER,er
9044,667622,667626,PER,H. V
9045,667934,667956,LOC,Schloße der Habsburger
9046,667946,667956,ORG,Habsburger
9047,667977,667993,LOC,Feste Stubenberg
9048,667983,667993,ORG,Stubenberg
9049,668122,668146,PER,unsterbliche Schakespear
9050,668386,668388,PER,er
9051,668341,668353,TIME,jener Zeiten
9052,668393,668421,PER,"Kunrad, den Bruder der Agnes"
9053,668426,668451,PER,ihrer Freundinn Kunigunde
9054,668478,668482,PER,Gott
9055,668663,668695,TIME,vor drey Tagen zur Geisterstunde
9056,668716,668728,LOC,imSchloßhofe
9057,668762,668765,PER,ich
9058,668743,668757,TIME,gestern Abends
9059,668786,668801,LOC,um unser Schloß
9060,668837,668856,PER,sterbenden Riedeger
9061,668970,668985,PER,Emilia Gallotti
9062,669016,669018,PER,er
9063,668961,668969,PER,Lessings
9064,668970,668985,MISC,Emilia Gallotti
9065,669087,669096,PER,Hr. Verf.
9066,669121,669129,PER,Lessings
9067,669189,669194,PER,Agnes
9068,669448,669451,PER,ihm
9069,669403,669416,PER,Hr. Kalchberg
9070,669417,669434,ORG,seine Landesleute
9071,669510,669511,PER,G
9072,669523,669570,MISC,Briefe zweener Domherren. Jm April und May 1787
9073,669549,669571,TIME,Jm April und May 1787.
9074,669572,669581,LOC,Frankfurt
9075,669586,669593,LOC,Leipzig
9076,669594,669598,TIME,1787
9077,669754,669775,ORG,geistl. Fürstenthümer
9078,669820,669832,ORG,Deutschlands
9079,669820,669832,LOC,Deutschlands
9080,669872,669886,ORG,mächtiger Hofe
9081,670128,670151,ORG,geistlichen Wahlstaaten
9082,670214,670224,PER,Domdechant
9083,670229,670241,PER,Domicellaren
9084,670355,670364,PER,vom Verf.
9085,670423,670440,PER,Konig von Preußen
9086,670433,670440,LOC,Preußen
9087,670441,670460,PER,seinen zweyten Sohn
9088,670478,670486,LOC,Wirzburg
9089,670491,670498,LOC,Bamberg
9090,670521,670531,PER,Domicellar
9091,670808,670818,PER,Domdechant
9092,670903,670912,ORG,Monarchen
9093,670996,671011,ORG,fürstl. Häusern
9094,671027,671029,PER,Er
9095,671047,671063,LOC,Brandenburgische
9096,671047,671068,ORG,Brandenburgische Haus
9097,671104,671113,LOC,deutschen
9098,671104,671127,ORG,deutschen Fürstenbundes
9099,671268,671270,PER,er
9100,671322,671331,LOC,deutsches
9101,671322,671336,ORG,deutsches Hauo
9102,671741,671752,ORG,Erzbischöfe
9103,671757,671763,PER,Papste
9104,672052,672062,ORG,Domcapitel
9105,672169,672211,ORG,Corps der unmittelbaren Reichsritterschaft
9106,672240,672261,MISC,Fundamentalconvention
9107,672268,672289,MISC,unserin Reichssysteme
9108,672381,672392,LOC,ganz Europa
9109,672327,672335,LOC,deutsche
9110,672327,672340,ORG,deutsche Adel
9111,672347,672370,TIME,auf Jahrhunderte hinaus
9112,672443,672448,ORG,Adels
9113,672453,672468,LOC,vaterländischen
9114,672508,672529,LOC,geistl. Fürstenthümer
9115,672508,672529,ORG,geistl. Fürstenthümer
9116,672612,672614,PER,Hn
9117,672653,672663,ORG,Schweitzer
9118,672628,672648,PER,bekannten Verfassers
9119,672756,672758,PER,er
9120,672616,672622,PER,Müller
9121,672653,672663,LOC,Schweitzer
9122,672653,672674,MISC,Schweitzer Geschichte
9123,672862,672871,LOC,deutschen
9124,672862,672885,ORG,deutschen Staatolorpers
9125,672976,672991,PER,jungen Domherrn
9126,673061,673064,PER,Rec
9127,673230,673240,ORG,pohlnische
9128,673118,673123,LOC,Reich
9129,673118,673123,ORG,Reich
9130,673176,673225,LOC,übrigen mittelmäßigen Staaten im Norden und Süden
9131,673230,673240,LOC,pohlnische
9132,673230,673249,EVENT,pohlnische Tragodie
9133,673324,673359,LOC,vom nördlichen und südlichen Europa
9134,673297,673323,ORG,mancher mittelmäßige Staat
9135,673397,673400,PER,Rec
9136,673624,673631,PER,Prinzen
9137,673624,673631,ORG,Prinzen
9138,673635,673656,MISC,geistl. Fürstenwürden
9139,673635,673642,ORG,geistl.
9140,673661,673677,MISC,Reichsverfassung
9141,673779,673794,ORG,geistl. Stifter
9142,674008,674018,ORG,Reichstage
9143,673933,673934,PER,V
9144,673966,673978,ORG,Ritterschaft
9145,674003,674018,LOC,beym Reichstage
9146,674103,674115,ORG,geistl. Bank
9147,674139,674153,ORG,ihrer Familien
9148,674309,674314,ORG,Adels
9149,674323,674335,ORG,Landesherren
9150,674595,674605,ORG,Domcapitel
9151,674573,674574,PER,V
9152,674595,674605,MISC,Domcapitel
9153,674655,674680,ORG,allgemeinen Confoderation
9154,674734,674738,PER,Verf
9155,674765,674767,PER,Ed
9156,674792,674793,MISC,M
9157,674792,674793,PER,M
9158,674795,674879,MISC,"Tullius Cicero's Reden. Aus dem Lateinischen übersetzt, und mit Anmerkungen versehen"
9159,674795,674811,PER,Tullius Cicero's
9160,674885,674898,PER,J. B. Schmitt
9161,674930,674936,PER,Stahel
9162,674914,674922,LOC,Wirzburg
9163,674930,674955,ORG,Stahelischen Buchhandlung
9164,674957,674961,TIME,1787
9165,674979,674987,PER,Cicero's
9166,674979,674993,MISC,Cicero's Reden
9167,675211,675220,LOC,romischen
9168,675211,675233,MISC,romischen Jurioprudenz
9169,675665,675676,PER,Hr. Schmitt
9170,675694,675700,LOC,wirzb.
9171,675694,675719,MISC,wirzb. gelehrten Anzeigen
9172,675765,675794,MISC,philosophische Werke Cicero's
9173,675724,675742,TIME,vorigen Jahrganges
9174,675786,675794,PER,Cicero's
9175,675817,675819,PER,er
9176,675981,675988,PER,Recens.
9177,676053,676072,PER,Herr Schmitt Kenner
9178,676077,676086,ORG,romischen
9179,676110,676112,PER,er
9180,676077,676086,LOC,romischen
9181,676077,676099,MISC,romischen Jurisprudenz
9182,676270,676278,PER,Cicerols
9183,676628,676633,PER,Römer
9184,676660,676677,MISC,deutschen Sprache
9185,676529,676540,PER,Uebersetzer
9186,676871,676882,PER,Er (Nävius)
9187,676942,676953,PER,P. Quintius
9188,676981,676990,PER,S. Nävius
9189,677039,677047,PER,Quintius
9190,677120,677124,PER,Dich
9191,677126,677132,PER,Nävius
9192,677134,677138,PER,dich
9193,677151,677154,PER,ich
9194,677189,677228,TIME,Jahr lang nach dem Tode des C. Quintius
9195,677267,677270,PER,dir
9196,677208,677228,EVENT,Tode des C. Quintius
9197,677217,677228,PER,C. Quintius
9198,677251,677262,PER,P. Quintius
9199,677274,677281,LOC,Gallien
9200,677303,677305,PER,du
9201,677313,677316,PER,ich
9202,677362,677365,PER,ihm
9203,677397,677399,PER,du
9204,677428,677430,PER,du
9205,677454,677457,PER,dir
9206,677478,677481,PER,ich
9207,677553,677555,PER,du
9208,677595,677598,PER,dir
9209,677519,677530,PER,C. Quintius
9210,677650,677672,PER,"Sein Erbe, P. Quintius"
9211,677692,677699,LOC,Gallien
9212,677737,677744,LOC,Gallien
9213,677900,677902,PER,du
9214,677993,677995,PER,er
9215,678032,678034,PER,er
9216,678591,678593,PER,er
9217,678542,678551,PER,S. Nävius
9218,679049,679061,PER,seinem Sohne
9219,679033,679043,PER,Philodamus
9220,679080,679086,PER,Verres
9221,679090,679115,LOC,Zu Laodicea auf dem Forum
9222,679151,679161,LOC,ganz Asien
9223,679214,679217,PER,sie
9224,679238,679253,PER,beklagten Vater
9225,679265,679269,PER,Sohn
9226,679284,679286,PER,er
9227,679300,679314,PER,seiner Tochter
9228,679329,679331,PER,er
9229,679342,679355,PER,seines Vaters
9230,679370,679386,PER,seiner Schwester
9231,679402,679405,PER,Sie
9232,679466,679471,PER,Vater
9233,679481,679495,EVENT,Tod des Sohnes
9234,679489,679495,PER,Sohnes
9235,679501,679505,PER,Sohn
9236,679515,679529,EVENT,Tod des Vaters
9237,679523,679529,PER,Vaters
9238,679575,679589,PER,(Richter) Nero
9239,679630,679635,LOC,Asien
9240,679678,679686,LOC,Lampsace
9241,679678,679690,ORG,Lampsacenern
9242,679754,679770,ORG,romlschen Volkes
9243,679916,679924,PER,Cicero's
9244,679916,679930,MISC,Cicero's Reden
9245,679950,679952,PER,Hn
9246,679954,679961,PER,Schmitt
9247,680087,680099,ORG,Protestanten
9248,680462,680470,ORG,römische
9249,680462,680470,LOC,römische
9250,680462,680476,MISC,römische Recht
9251,680624,680626,PER,Ed
9252,680628,680671,MISC,Cicero's erste Rede gegen den Prätor Verres
9253,680628,680636,PER,Cicero's
9254,680658,680671,PER,Prätor Verres
9255,680691,680701,PER,J. A. v. .
9256,680702,680706,LOC,Jena
9257,680714,680739,ORG,akademischen Buchhandlung
9258,680741,680745,TIME,1787
9259,680786,680819,MISC,Uebersetzungen der Reden Cicerols
9260,680778,680781,PER,wir
9261,680838,680841,PER,wir
9262,680811,680819,PER,Cicerols
9263,680896,680911,PER,Hr. J. A. v. L.
9264,680858,680861,PER,Wir
9265,680916,680927,PER,Uebersetzer
9266,681004,681006,PER,er
9267,681291,681294,PER,wir
9268,681354,681357,PER,wir
9269,681390,681393,PER,Mir
9270,681395,681398,PER,ich
9271,681420,681424,MISC,vort
9272,681425,681434,PER,C. Verres
9273,681685,681723,MISC,lateinische amicorum studio ofsicioque
9274,681750,681753,PER,ich
9275,681783,681786,PER,mir
9276,681827,681830,PER,ich
9277,681884,681887,PER,ihn
9278,682018,682022,PER,mich
9279,682067,682071,PER,mich
9280,682112,682114,PER,er
9281,682138,682142,PER,mich
9282,682154,682171,PER,Prätor M. Glabrio
9283,682261,682265,ORG,Rath
9284,682500,682503,PER,Jch
9285,682518,682521,PER,ich
9286,682685,682687,PER,er
9287,682714,682716,PER,er
9288,682915,682917,PER,er
9289,682999,683002,PER,wir
9290,683087,683099,MISC,Lateinischen
9291,683209,683211,PER,er
9292,683308,683310,PER,er
9293,683402,683409,ORG,Richter
9294,683442,683444,PER,er
9295,683450,683452,PER,er
9296,683508,683510,PER,er
9297,683531,683534,PER,mir
9298,683598,683601,PER,ihm
9299,683628,683630,PER,er
9300,683581,683622,EVENT,Rückkehr aus der ihm anvertrauten Provinz
9301,683598,683622,LOC,ihm anvertrauten Provinz
9302,683708,683715,ORG,Richter
9303,683883,683886,PER,wir
9304,683898,683906,PER,Cicero's
9305,683898,683912,MISC,Cicero's Reden
9306,683948,683960,PER,Hrn. Schmitt
9307,683966,683968,PER,Hn
9308,683970,683981,PER,J. A. v. L.
9309,684009,684011,PER,Ed
9310,684037,684086,MISC,Von der Welt⸗ und Menschenkenntniß des Predigers.
9311,684092,684221,MISC,"homiletische Abhandlung von Bonaventura Andreß, Lehrer der Beredsamkeit und classischen Litteratur an der Universität zu Wirzburg"
9312,684120,684221,PER,"Bonaventura Andreß, Lehrer der Beredsamkeit und classischen Litteratur an der Universität zu Wirzburg"
9313,684198,684221,ORG,Universität zu Wirzburg
9314,684213,684221,LOC,Wirzburg
9315,684236,684243,ORG,Rienner
9316,684223,684231,LOC,Wirzburg
9317,684236,684243,PER,Rienner
9318,684245,684249,TIME,1788
9319,684294,684297,PER,ich
9320,684401,684413,ORG,christlichen
9321,684401,684432,MISC,christlichen Kanzelberedsamkeit
9322,684526,684529,PER,mir
9323,684559,684597,ORG,zum Predigtamte bestimmten Geistlichen
9324,684719,684721,PER,er
9325,684779,684781,PER,er
9326,684792,684794,PER,er
9327,684671,684680,ORG,Predigers
9328,684686,684696,PER,Hr. Andreß
9329,684847,684855,LOC,Wirzburg
9330,684866,684872,TIME,17 än.
9331,684873,684962,PER,"H. Franz Simon Erjesult, und Bibliotbetar an der Universitat im zsten Jahre seines Alters"
9332,684888,684896,ORG,Erjesult
9333,684922,684933,ORG,Universitat
9334,684934,684962,TIME,im zsten Jahre seines Alters
9335,684981,684991,LOC,Heidelberg
9336,685050,685057,LOC,Wormser
9337,685050,685069,ORG,Wormser Ordinariats
9338,685104,685114,PER,Ganganelli
9339,685202,685204,PER,er
9340,685280,685282,PER,er
9341,685311,685319,ORG,Prediger
9342,685397,685399,PER,er
9343,685477,685483,ORG,Pöbels
9344,685778,685798,ORG,leichtsinnigen Volke
9345,686076,686082,ORG,Kirche
9346,686186,686193,ORG,heilige
9347,686206,686215,PER,gottliche
9348,686206,686224,MISC,gottliche Religion
9349,686373,686376,PER,Rec
9350,686403,686405,PER,er
9351,686491,686494,PER,ich
9352,686557,686560,PER,mir
9353,686592,686595,PER,mir
9354,686432,686446,PER,Exjesuit P. W.
9355,686452,686476,LOC,im hohen Dom zu Wirzburg
9356,686506,686518,TIME,vor 7 Jahren
9357,686565,686574,ORG,Kaufleute
9358,686795,686797,PER,er
9359,686692,686698,PER,Hr. A.
9360,686940,686946,PER,H. Pr.
9361,687014,687026,ORG,Christenthum
9362,687063,687065,PER,er
9363,686959,686970,ORG,christliche
9364,687003,687026,MISC,practische Christenthum
9365,687155,687157,PER,Ed
9366,687176,687179,PER,ihm
9367,687191,687193,PER,er
9368,687218,687227,LOC,Eichstätt
9369,687267,687269,PER,er
9370,687418,687420,PER,er
9371,687249,687259,LOC,Jngolstadt
9372,687275,687284,PER,Stattlers
9373,687308,687316,LOC,Wirzburg
9374,687421,687435,TIME,durch 12 Jahre
9375,687457,687460,PER,Joh
9376,687516,687525,ORG,Franzosen
9377,687545,687569,MISC,Geschichte der Deutschen
9378,687560,687569,ORG,Deutschen
9379,687462,687569,PER,"Caspar Risbeks, Verfassers der Briefe eines reisenden Franzosen durch Deutschland, Geschichte der Deutschen"
9380,687532,687543,LOC,Deutschland
9381,687584,687637,MISC,Von den ältesten Zeiten bis zu Friedrich dem Rothbart
9382,687584,687607,TIME,Von den ältesten Zeiten
9383,687615,687637,PER,Friedrich dem Rothbart
9384,687676,687680,PER,Comp
9385,687676,687680,MISC,Comp
9386,687650,687681,ORG,"Orell, Geßner, Füßli, und Comp."
9387,687639,687645,LOC,Zürich
9388,687650,687655,PER,Orell
9389,687657,687663,PER,Geßner
9390,687665,687670,PER,Füßli
9391,687682,687686,TIME,1788
9392,687741,687748,MISC,9. Horn
9393,687738,687754,TIME,am 9. Horn. 1786
9394,687767,687770,PER,Joh
9395,687794,687826,MISC,Briefe eines reisenden Franzosen
9396,687772,687785,PER,Caspar Risbek
9397,688014,688026,PER,Herauogjeber
9398,687961,687967,PER,Selige
9399,688028,688039,PER,Hr. Winkopp
9400,688082,688102,MISC,deutschen Zuschauers
9401,688108,688119,PER,Herr Risbel
9402,688308,688319,PER,sel. Risbek
9403,688138,688161,TIME,in Jahr vor seinem Tode
9404,688150,688161,EVENT,seinem Tode
9405,688242,688244,PER,er
9406,688263,688271,PER,Verleger
9407,688326,688341,TIME,vor seinem Tode
9408,688330,688341,EVENT,seinem Tode
9409,688342,688345,PER,ihm
9410,688509,688517,MISC,Verleger
9411,688509,688517,ORG,Verleger
9412,688509,688517,PER,Verleger
9413,688523,688530,PER,Winkopp
9414,688609,688626,TIME,Vor einigen Tagen
9415,688765,688789,MISC,Geschichte der Deutschen
9416,688780,688789,ORG,Deutschen
9417,688672,688685,PER,Hr. Milbiller
9418,688702,688713,PER,Hrn. Geßner
9419,688635,688638,PER,ich
9420,688660,688666,LOC,Passau
9421,688746,688752,PER,Risbek
9422,689109,689116,ORG,Manlius
9423,689121,689127,ORG,Marius
9424,689076,689084,ORG,Teutonen
9425,689089,689096,ORG,Zimbrer
9426,689161,689164,PER,Chr
9427,689001,689043,TIME,"Zeit, wo Deutschland in der Weltgeschichte"
9428,689076,689084,MISC,Teutonen
9429,689089,689096,MISC,Zimbrer
9430,689128,689142,EVENT,besiegt wurden
9431,689010,689021,LOC,Deutschland
9432,689109,689116,PER,Manlius
9433,689121,689127,PER,Marius
9434,689143,689172,TIME,hundert Jahre vor Chr. Geburt
9435,689161,689172,EVENT,Chr. Geburt
9436,689217,689241,MISC,Geschichte der Deutschen
9437,689232,689241,ORG,Deutschen
9438,689298,689326,MISC,Carolingischen Mannesstammes
9439,689298,689326,ORG,Carolingischen Mannesstammes
9440,689298,689326,TIME,Carolingischen Mannesstammes
9441,689440,689449,MISC,Deutschen
9442,689440,689449,ORG,Deutschen
9443,689450,689482,TIME,inlden vorhergehenden Zeitläufen
9444,689518,689524,PER,Arnulf
9445,689525,689528,TIME,887
9446,689536,689558,PER,Friedrich dem Rothbart
9447,689559,689563,TIME,1152
9448,689687,689696,MISC,Deutschen
9449,689687,689696,ORG,Deutschen
9450,689704,689744,TIME,Zeitlaufe von Arnulf bis zu Friedrich I.
9451,689718,689724,PER,Arnulf
9452,689732,689744,PER,Friedrich I.
9453,689919,689942,MISC,Geschichte derDeutschen
9454,689930,689942,ORG,derDeutschen
9455,689827,689837,PER,Hr. Risbek
9456,689955,689957,PER,Er
9457,690154,690169,MISC,Mönchschroniken
9458,690174,690194,TIME,mittleren Zeitalters
9459,690343,690352,ORG,Franzosen
9460,690316,690329,PER,Voltairischen
9461,690463,690464,PER,V
9462,690610,690612,PER,Er
9463,690664,690705,MISC,historischen Bücher des Cäsar und Tacitus
9464,690688,690693,PER,Cäsar
9465,690698,690705,PER,Tacitus
9466,690777,690779,PER,er
9467,691439,691449,PER,Hr. Risbek
9468,691478,691480,PER,er
9469,691728,691732,MISC,Mahl
9470,691672,691682,PER,Hr. Risbek
9471,691709,691711,PER,er
9472,691896,691898,MISC,ꝛc
9473,692050,692056,LOC,Europa
9474,692425,692430,ORG,Römer
9475,692425,692430,MISC,Römer
9476,692157,692163,PER,Cicero
9477,692509,692521,PER,Kirchenväter
9478,692522,692536,TIME,im 4ten Jahrh.
9479,692541,692554,MISC,Ciceros Reden
9480,692670,692675,ORG,Römer
9481,692670,692675,MISC,Römer
9482,692541,692548,PER,Ciceros
9483,692752,692761,ORG,Deutschen
9484,692733,692741,LOC,Spaniens
9485,692752,692761,MISC,Deutschen
9486,692722,692741,EVENT,Verwüstung Spaniens
9487,692862,692871,ORG,Deutschen
9488,692862,692871,MISC,Deutschen
9489,692846,692850,PER,Verf
9490,692957,692961,PER,Verf
9491,693136,693141,ORG,Römer
9492,693186,693195,ORG,Deutschen
9493,693136,693141,MISC,Römer
9494,693186,693195,MISC,Deutschen
9495,693355,693362,ORG,Kalmüke
9496,693355,693362,MISC,Kalmüke
9497,693320,693326,PER,Attila
9498,693516,693525,ORG,deutscher
9499,693482,693489,ORG,Franken
9500,693482,693489,MISC,Franken
9501,693553,693621,LOC,"ungeheuren Strich Landes zwischen dem Rhein, dem Main, und der Weser"
9502,693854,693869,ORG,deutsche Horden
9503,693921,693926,ORG,Römer
9504,693964,693971,ORG,Franken
9505,693921,693926,MISC,Römer
9506,693964,693971,MISC,Franken
9507,694178,694187,ORG,Ostgothen
9508,694178,694187,MISC,Ostgothen
9509,694103,694113,LOC,Austrasien
9510,694133,694144,LOC,Deutschland
9511,694152,694158,LOC,Baiern
9512,694205,694211,MISC,Baiern
9513,694252,694261,ORG,Boioarier
9514,694347,694362,MISC,Hlodwichs Sohne
9515,694391,694400,ORG,Ostgothen
9516,694252,694261,MISC,Boioarier
9517,694391,694400,MISC,Ostgothen
9518,694205,694211,LOC,Baiern
9519,694335,694362,PER,"Theodebert, Hlodwichs Sohne"
9520,694404,694411,LOC,Jtalien
9521,694443,694450,LOC,Noricum
9522,694464,694475,ORG,Ministerium
9523,694490,694502,PER,Konig Klotar
9524,694519,694521,PER,er
9525,694642,694648,PER,Konige
9526,694724,694731,ORG,Arabern
9527,694724,694731,MISC,Arabern
9528,694758,694767,MISC,dieß Volt
9529,694838,694854,LOC,Mitte von Europa
9530,694769,694783,LOC,Constantinopel
9531,694812,694829,LOC,über die Pyrenäen
9532,694941,694961,ORG,Cabinets des Califen
9533,694954,694961,PER,Califen
9534,695020,695027,LOC,Spanien
9535,695037,695045,LOC,Pyrenäen
9536,695089,695118,EVENT,Belagerung von Constantinopel
9537,695104,695118,LOC,Constantinopel
9538,695119,695134,TIME,10 Jahre früher
9539,695200,695207,ORG,Sachsen
9540,695246,695254,ORG,Bischöfe
9541,695263,695270,PER,Papstes
9542,695200,695207,MISC,Sachsen
9543,695181,695195,PER,Carl der Große
9544,695413,695421,ORG,Klöstern
9545,695426,695433,MISC,Mönchen
9546,695426,695433,ORG,Mönchen
9547,695366,695408,LOC,"Dörfer, Flecken, und Städte in Deutschland"
9548,695540,695563,PER,Herzogs von Oesterreich
9549,695504,695522,PER,"Jsengrim, der Wolf"
9550,695552,695563,ORG,Oesterreich
9551,695569,695587,PER,"Reineke, der Fuchs"
9552,695552,695563,LOC,Oesterreich
9553,695593,695623,PER,Herzog Reinhart von Lothringen
9554,695751,695777,MISC,"Gedicht, Reineke der Fuchs"
9555,695810,695833,TIME,Zeiten Carls des Großen
9556,695817,695833,PER,Carls des Großen
9557,695902,695908,MISC,Natiou
9558,696143,696155,PER,Herrn Risbek
9559,696169,696171,PER,Er
9560,696238,696245,PER,Barbarn
9561,696354,696363,ORG,Deutschen
9562,696354,696363,MISC,Deutschen
9563,696364,696400,TIME,"in dem Zeitraume, wovon die Rede ist"
9564,696698,696699,PER,V
9565,697111,697117,MISC,Menten
9566,697111,697117,ORG,Menten
9567,697111,697117,PER,Menten
9568,697157,697158,PER,V
9569,697251,697264,PER,h. Bonifacius
9570,697214,697237,PER,occidentalischen Kaiser
9571,697238,697264,TIME,zur Zeit des h. Bonifacius
9572,697277,697288,ORG,griechische
9573,697353,697362,ORG,Thüringer
9574,697277,697288,PER,griechische
9575,697353,697362,MISC,Thüringer
9576,697371,697384,PER,h. Bonifacius
9577,697418,697429,LOC,im Occident
9578,697517,697518,PER,V
9579,697680,697686,ORG,Rbmern
9580,697797,697804,MISC,Odoaler
9581,697815,697821,ORG,Rugier
9582,697836,697845,ORG,Deutschen
9583,697901,697924,PER,dieses deutschen Königs
9584,697680,697686,MISC,Rbmern
9585,697786,697822,EVENT,"Kriege des Odoaler wider die Rugier,"
9586,697815,697821,MISC,Rugier
9587,697836,697845,MISC,Deutschen
9588,697661,697662,PER,V
9589,697797,697804,PER,Odoaler
9590,697890,697935,EVENT,Untergangs dieses deutschen Königs in Jtalien
9591,697928,697935,LOC,Jtalien
9592,697970,697977,PER,Odoaker
9593,697981,697988,LOC,Jtalien
9594,698066,698087,ORG,christlichen Religion
9595,698098,698099,PER,V
9596,698346,698357,ORG,alten Romer
9597,698384,698396,MISC,Christenthum
9598,698384,698396,ORG,Christenthum
9599,698352,698357,MISC,Romer
9600,698275,698277,PER,er
9601,698369,698379,PER,Constantin
9602,698434,698436,PER,er
9603,698450,698467,ORG,christl. Religion
9604,698581,698591,MISC,Menschheit
9605,698581,698591,ORG,Menschheit
9606,698712,698720,PER,Schöpfer
9607,699227,699233,PER,Gottes
9608,699151,699157,LOC,Sparta
9609,699164,699167,LOC,Rom
9610,699287,699307,ORG,christliche Religion
9611,699239,699247,PER,H. Verf.
9612,699598,699599,PER,V
9613,699852,699872,ORG,christliche Religion
9614,699974,699980,ORG,Junger
9615,700069,700077,PER,Stifters
9616,699678,699738,MISC,"friedlichen, kleinen, armen Volkes, unter dem es entsprungen"
9617,699706,699712,ORG,Volkes
9618,700010,700028,ORG,hebräischen Volkes
9619,700010,700028,MISC,hebräischen Volkes
9620,699940,699947,PER,Stifter
9621,699961,699980,PER,seine ersten Junger
9622,700160,700180,ORG,christliche Religion
9623,700210,700232,TIME,bis in das 16te Jahrh.
9624,700181,700198,MISC,unserm Vaterlande
9625,700133,700134,PER,V
9626,700181,700198,LOC,unserm Vaterlande
9627,700280,700282,PER,er
9628,700610,700630,ORG,christliche Religion
9629,700532,700541,ORG,Deutschen
9630,700542,700556,TIME,im Mittelalter
9631,700532,700541,MISC,Deutschen
9632,700507,700510,PER,Mir
9633,700655,700678,TIME,im 16. und 17ten Jahrh.
9634,700716,700733,ORG,christl. Religion
9635,700688,700689,PER,V
9636,700746,700755,TIME,15 Jahrh.
9637,700845,700856,MISC,Deutschland
