,annotation_id,line_id,start,end,label,label_text,merged
21775,318_36869,314,0,6,LOC,Augsb.,True
21776,27611_319_36870,314,0,6,ORG,Augsb.,True
21777,320_36871,315,7,32,PER,Joseph Wolffischen Buchh.,True
21778,322_27613_36872,315,33,37,TIME,1787,True
21780,324_27616_36874,317,26,37,LOC,in Augsburg,True
21781,325_27617_36875,317,51,73,ORG,Reichsstifte Elchingen,True
21782,326_27618_36876,317,64,73,LOC,Elchingen,True
21783,327_27619_36877,318,56,60,PER,Hr Z,True
21784,27621_36878,319,69,76,PER,Erlöser,True
21785,329_27624_36880,322,0,6,PER,Hr. 3.,True
21786,331_27626_36883,323,12,16,PER,H. Z,True
21787,36885,326,127,151,MISC,aufgeklärtesten Regenten,False
21788,36886,326,127,151,ORG,aufgeklärtesten Regenten,False
21789,336_27631_36889,327,18,27,PER,H. Dompr.,True
21790,338_27636_36891,329,0,7,PER,Hr. Zr.,True
21791,339_36892,330,69,81,ORG,Protestanten,True
21792,340_27637_36893,330,127,133,PER,Gottes,True
21793,341_27638_36894,330,146,155,ORG,h. Kirche,True
21795,343_27640_36896,330,191,200,LOC,Elchingen,True
21796,345_36898,331,30,42,ORG,Protestanten,True
21797,346_27644_36900,332,0,7,PER,P. Merz,True
21798,351_36905,335,20,32,ORG,Protestanten,True
21799,352_27649_36906,336,96,102,PER,Hr. Z.,True
21800,353_27650_36907,336,128,136,PER,Abrahams,True
21801,354_27652_36908,336,228,242,PER,Jesus Christus,True
21803,36911,337,22,34,MISC,zweyte Taufe,False
21804,36912,337,22,34,EVENT,zweyte Taufe,False
21805,36913,337,56,68,ORG,Neuprofessen,False
21806,359_27657_36914,339,0,6,PER,Hr. 3.,True
21807,361_36916,339,121,125,MISC,heil,True
21808,363_36917,340,0,6,MISC,Vätern,True
21809,36918,341,59,63,MISC,heil,False
21810,36919,342,0,5,MISC,Väter,False
21811,36923,344,0,6,MISC,G.. P.,False
21812,369_27665_36924,344,57,70,TIME,8. Sept. 1787,True
21813,370_27666_36925,344,71,86,LOC,zu Tieffe nbach,True
21814,27664_36927,344,54,112,EVENT,am 8. Sept. 1787 zu Tieffe nbach entstandenen Feuersbrunst,True
21815,372_27668_36928,344,228,230,PER,Ph,True
21816,373_27669_36929,345,0,3,PER,Jos,True
21818,375_27672_36931,346,27,40,LOC,zu Liefenbach,True
21822,36935,347,24,30,MISC,Brande,False
21823,36936,347,24,30,EVENT,Brande,False
21824,36937,348,0,6,MISC,Speyer,False
21825,389_27681_36939,351,156,160,PER,Verf,True
21828,398_27689_36945,354,49,61,LOC,Kremsmünster,True
21829,36946,354,63,68,MISC,Hochs,False
21830,27690_400_36947,355,0,14,LOC,Salzburgischer,True
21831,401_36948,355,0,51,PER,"Salzburgischer geheimer Rath, und Rector magnisicus",True
21833,411_27700_36954,356,98,119,PER,Pfarrer zu Tiefenbach,True
21834,413_27701_36955,356,109,119,LOC,Tiefenbach,True
21835,36956,357,49,72,MISC,gegenwärtigen Standrede,False
21836,36957,357,49,72,EVENT,gegenwärtigen Standrede,False
21837,415_27702_36958,357,81,88,PER,Hr. Br.,True
21838,36959,358,8,18,EVENT,Beerdigung,False
21839,27706_421_36960,363,0,7,PER,Hr. Br.,True
21840,423_27707_36961,366,43,51,PER,Hrn. Br.,True
21842,36963,368,39,50,LOC,Beroldingen,False
21843,426_27711_36964,368,65,71,LOC,Speyer,True
21844,27712_36965,368,76,86,LOC,Hildesheim,True
21846,27715_36967,368,121,129,LOC,Odenheim,True
21847,36969,370,0,8,MISC,schleden,False
21849,27723_36972,372,59,62,LOC,Ulm,True
21850,437_27727_36974,373,22,31,LOC,Stuttgard,True
21851,36976,373,37,62,MISC,Forst⸗ und Jagdbibliothek,False
21852,36977,373,37,62,ORG,Forst⸗ und Jagdbibliothek,False
21853,36978,373,37,62,LOC,Forst⸗ und Jagdbibliothek,False
21854,440_27733_36981,376,0,4,TIME,1787,True
21855,442_36983,380,16,36,ORG,kirchlichen Religion,True
21856,443_27735_36984,380,47,51,PER,Verf,True
21857,444_36985,382,16,21,ORG,Staat,True
21858,445_36987,383,59,70,ORG,(der Staat),True
21859,446_27738_36988,385,5,14,PER,Versasser,True
21860,36990,385,43,80,MISC,in einem Staate herrschenden Lehrform,False
21861,36991,385,43,58,LOC,in einem Staate,False
21862,449_36992,385,52,58,ORG,Staate,True
21863,452_36993,386,79,99,ORG,kirchlichen Religion,True
21864,453_36994,386,118,124,ORG,Staats,True
21865,454_27740_36996,390,4,8,PER,Verf,True
21866,455_36997,391,13,18,ORG,Staat,True
21867,36998,393,8,39,LOC,im Staate privilegirte Religion,False
21868,460_37000,395,36,43,ORG,Staates,True
21869,37001,396,84,92,ORG,Religion,False
21870,37002,401,4,8,MISC,Flor,False
21871,461_37003,401,13,19,ORG,Staats,True
21873,37007,402,135,142,ORG,Fürsten,False
21874,466_37008,402,172,178,ORG,Staate,True
21875,467_27749_37010,404,17,20,PER,Rec,True
21876,468_27750_37011,405,16,17,PER,V,True
21877,37012,406,22,45,ORG,menslichen Gesellschaft,False
21878,37015,409,0,2,MISC,ic,False
21879,469_37016,411,19,25,ORG,Staate,True
21880,37017,411,43,55,ORG,seine Bürger,False
21881,470_27754_37018,412,4,8,PER,Verf,True
21882,37019,413,71,76,ORG,Thron,False
21883,37020,413,104,112,ORG,Regenten,False
21884,472_37021,413,104,112,PER,Regenten,True
21885,473_37022,415,4,9,ORG,Thron,True
21886,37023,416,23,38,ORG,stehende Armeen,False
21887,37024,416,43,50,MISC,Gesetze,False
21888,37025,416,43,50,ORG,Gesetze,False
21889,37026,418,24,32,ORG,Regenten,False
21890,474_37027,418,24,32,PER,Regenten,True
21891,37028,419,4,12,ORG,Religion,False
21892,27755_37029,419,62,66,PER,Gott,True
21893,475_27756_37030,420,35,36,PER,V,True
21894,476_37031,421,29,49,ORG,kirchlichen Religion,True
21895,477_37032,421,73,80,ORG,Thrones,True
21896,478_37033,421,168,173,ORG,Thron,True
21897,37034,421,240,248,ORG,Regenten,False
21898,483_27760_37036,423,27,30,PER,Rec,True
21899,485_37038,425,55,76,ORG,Fürsten Deutschlandes,True
21900,487_37039,425,63,76,LOC,Deutschlandes,True
21903,491_27764_37043,426,0,3,PER,Rec,True
21904,493_37045,426,160,167,ORG,Thrones,True
21905,494_27767_37046,427,8,9,PER,V,True
21906,495_27768_37047,430,61,64,PER,Rec,True
21907,37049,432,12,18,ORG,Regent,False
21908,499_37051,432,139,140,PER,V,True
21909,37053,433,113,120,MISC,Fürsten,False
21910,503_37054,433,104,120,ORG,bigotten Fürsten,True
21911,504_27773_37055,434,4,5,PER,V,True
21912,37056,437,53,61,ORG,Religion,False
21913,37057,437,133,141,ORG,Religion,False
21914,505_37058,437,168,173,ORG,Secte,True
21915,37059,437,237,245,ORG,Religion,False
21916,512_37062,441,26,31,ORG,Staat,True
21917,37064,443,30,38,ORG,Religion,False
21918,513_27780_37065,443,70,74,PER,Gott,True
21919,515_37066,444,24,30,ORG,Staate,True
21920,37068,447,13,24,ORG,Unterthanen,False
21921,37069,447,88,96,ORG,Regenten,False
21922,520_27784_37071,449,5,6,PER,V,True
21923,522_37072,449,55,61,ORG,Staate,True
21924,523_37073,449,67,73,ORG,Staate,True
21925,37074,449,112,121,ORG,sein Volk,False
21926,37077,449,199,204,MISC,mogen,False
21927,37080,451,22,28,ORG,Staate,False
21928,37081,451,99,111,ORG,seinem Volke,False
21929,525_27790_37082,453,94,95,PER,V,True
21930,37083,453,110,121,MISC,Offenbarung,False
21931,526_37084,453,134,140,ORG,Staate,True
21932,528_27793_37086,454,75,79,PER,Verf,True
21933,37087,455,23,51,MISC,schriftstellerische Freyheit,False
21934,37088,455,70,89,ORG,moralische Religion,False
21935,37089,456,69,88,ORG,allgemeine Religion,False
21936,529_27795_37090,456,111,117,PER,Gottes,True
21937,37091,456,190,195,ORG,Staat,False
21938,37092,456,211,223,MISC,Preßfreyheit,False
21939,37093,456,260,270,MISC,Menschheit,False
21940,530_27796_37094,458,0,3,PER,Rec,True
21941,531_27797_37095,459,29,32,PER,Rec,True
21942,532_27798_37096,461,12,16,PER,Verf,True
21943,534_27800_37097,463,28,32,PER,Verf,True
21944,37098,465,92,107,ORG,in der Religion,False
21945,37100,465,242,253,MISC,Offenbarung,False
21946,37101,467,42,57,ORG,in der Religion,False
21947,37102,467,85,93,MISC,Vernunft,False
21948,538_37103,469,36,48,MISC,Naturalisten,True
21949,37104,469,36,48,ORG,Naturalisten,False
21950,539_27803_37105,470,5,6,PER,V,True
21951,37106,470,38,50,ORG,Naturalisten,False
21952,542_27805_37107,470,344,348,PER,Gott,True
21953,544_27807_37109,472,13,14,PER,V,True
21954,37110,472,20,39,MISC,Schriftstellerrecht,False
21955,37111,472,55,63,ORG,Regenten,False
21956,37112,472,69,80,ORG,Privatleute,False
21957,37113,474,17,25,ORG,Regenten,False
21958,37114,475,38,46,ORG,Regenten,False
21959,548_37115,476,14,20,ORG,Nation,True
21960,549_37116,478,9,14,ORG,Staat,True
21962,37118,481,127,134,ORG,Fürsten,False
21963,37119,483,75,82,ORG,Fürsten,False
21964,37120,483,121,128,ORG,Fürsten,False
21965,557_37122,484,74,81,ORG,Staates,True
21966,37123,484,90,98,ORG,Regenten,False
21967,559_37124,486,60,67,ORG,Staates,True
21968,560_27813_37125,487,40,44,PER,Verf,True
21969,562_27816_37126,491,185,186,PER,V,True
21970,563_27817_37127,492,0,3,PER,Rec,True
21971,565_27819_37129,492,211,212,PER,V,True
21972,566_27820_37130,493,25,28,PER,Rec,True
21975,37133_569_37134,496,4,46,MISC,katholische Lehre von den Ahlässen für die,True
21976,574_27828_37136,497,35,45,PER,Verfassers,True
21977,575_27829_37137,498,0,9,PER,Recensent,True
21978,578_27830_37138,498,67,84,LOC,Oesterreichischen,True
21980,37140,499,46,75,MISC,Lehre der katholischen Kirche,False
21981,580_27832_37141,499,56,75,ORG,katholischen Kirche,True
21982,581_27833_37143,500,85,91,ORG,Kirche,True
21983,582_27834_37144,501,68,74,ORG,Kirche,True
21984,583_27836_37145,502,85,91,ORG,Kirche,True
21985,37146,503,13,32,MISC,privilegirte Altäre,False
21986,37147,503,67,78,ORG,päpstlichen,False
21987,584_27837_37148,505,4,8,PER,Verf,True
21988,37149,505,98,110,ORG,katholischen,False
21989,37154,510,0,7,MISC,Rastatt,False
21990,589_27846_37155,510,0,7,LOC,Rastatt,True
21991,37156,510,15,27,MISC,Dornerischen,False
21992,37157,510,15,27,LOC,Dornerischen,False
21993,590_27847_37158,510,15,37,ORG,Dornerischen Druckerey,True
21994,37159,512,109,118,LOC,deutschen,False
21996,37162,514,63,78,MISC,Unsterblichteit,False
21997,37166,517,26,41,MISC,Unsterblichkeit,False
21999,602_27866_37172,519,70,76,LOC,Berlin,True
22000,27868_37175,520,25,77,ORG,Academie der Künste und mechanischen Wis senschaften,True
22001,37187,524,67,72,ORG,Sates,False
22002,624_27894_37190,526,308,355,PER,"Wesen, das wir als Schöpfer der Welt betrachten",True
22003,625_27895_37191,526,567,571,PER,Verf,True
22004,27899_37195,530,17,25,PER,Potosi's,True
22005,37196,530,17,31,MISC,Potosi's Miuen,False
22006,644_37209,536,0,4,PER,Gott,True
22007,652_37218,540,31,44,LOC,Deutschlandes,True
22008,661_27938_37226,544,17,39,PER,Hrn. Hofrath Baldinger,True
22009,37227,545,0,4,PER,Wien,False
22010,663_27940_37228,545,9,17,ORG,Wucherer,True
22011,665_37229,547,4,13,PER,Verfasser,True
22012,666_27941_37230,547,107,124,LOC,Oesterreichischen,True
22013,668_27942_37231,547,185,206,PER,H. Hofrathe Baldinger,True
22015,673_27945_37235,548,60,77,LOC,Oesterreichischen,True
22017,679_27949_37238,548,218,222,LOC,Wien,True
22018,681_27950_37239,549,4,5,PER,V,True
22020,685_27954_37241,550,160,166,LOC,Wiener,True
22021,686_27955_37242,550,160,175,ORG,Wiener Facultät,True
22022,687_27956_37243,551,14,15,PER,V,True
22025,692_27959_37246,551,167,171,LOC,Wien,True
22026,693_27960_37247,552,6,23,PER,H. Hofrath Gruner,True
22027,694_27962_37248,554,47,55,PER,H. Hofr.,True
22028,695_27963_37249,555,0,6,PER,Gruner,True
22029,696_27964_37250,555,32,47,PER,H. v. Brambilla,True
22034,705_27970_37258,558,12,25,PER,Hrn. Hofrathe,True
22035,706_27971_37259,558,190,194,LOC,Wien,True
22036,707_27972_37260,558,360,379,PER,Hrn. Hofrath Gruner,True
22039,714_27975_37263,562,0,7,PER,Gruners,True
22040,716_27976_37264,562,37,41,TIME,1787,True
22041,37265,564,36,51,PER,Jenenser Arztes,False
22042,721_27978_37266,564,64,68,TIME,1787,True
22043,722_27979_37267,565,56,75,PER,Herrn von Brambilla,True
22045,725_27981_37269,567,5,14,PER,Hr. Hofr.,True
22046,726_27982_37270,568,0,6,PER,Gruner,True
22047,727_27983_37271,568,36,51,PER,H. v. Brambilla,True
22048,728_27984_37272,568,92,96,LOC,Wien,True
22049,729_27985_37273,569,24,40,PER,H. von Brambilla,True
22050,37274,569,50,74,MISC,Professoren der Akademie,False
22051,37275,569,145,158,MISC,Pasquillanten,False
22052,731_27987_37276,570,48,52,PER,Verf,True
22053,732_27988_37277,571,42,46,LOC,Wien,True
22054,733_27989_37278,571,59,77,PER,Hr. Hofrath Gruner,True
22055,737_27991_37279,573,0,6,LOC,Nürnb.,True
22056,738_27992_37280,573,7,11,TIME,1787,True
22057,741_27997_37281,576,7,11,TIME,1787,True
22058,743_27998_37282,578,44,48,LOC,Wien,True
22059,744_28000_37284,579,12,16,PER,Verf,True
22060,37285,580,137,170,MISC,Oesterreichischen Wundarzneykunst,False
22061,745_28004_37286,580,137,154,LOC,Oesterreichischen,True
22062,746_28005_37287,581,26,52,PER,Leibwundarzt von Brambilla,True
22063,37288,582,135,142,ORG,Monarch,False
22064,37289,585,29,40,ORG,H. K. v. K.,False
22065,28013_748_37290,585,29,40,PER,H. K. v. K.,True
22066,749_28014_37291,585,121,129,PER,H. Hofr.,True
22067,750_28015_37292,586,0,6,PER,Gruner,True
22068,751_28016_37293,586,10,14,LOC,Jena,True
22069,755_28025_37295,590,0,4,TIME,1787,True
22070,756_28026_37296,592,9,18,PER,Verfasser,True
22071,37297,594,143,148,MISC,Leser,False
22072,757_28032_37298,595,34,38,PER,Verf,True
22073,758_28034_37299,596,179,183,LOC,Wien,True
22074,37301,597,44,50,MISC,Presse,False
22075,37302,597,44,50,ORG,Presse,False
22077,769_28041_37305,600,0,4,TIME,1787,True
22078,771_28043_37306,602,15,16,PER,V,True
22079,772_28044_37307,603,5,8,PER,Rec,True
22080,773_28045_37308,607,11,31,ORG,Militair des Kaisers,True
22081,28046_37309,607,24,31,PER,Kaisers,True
22083,781_28053_37315,613,58,77,PER,Ritter v. Brambilla,True
22084,783_37316,615,54,81,MISC,"Affenlandes, von Zeckinoviæ",True
22085,785_28058_37317,617,0,4,TIME,1787,True
22086,786_28059_37318,619,4,8,PER,Verf,True
22087,37319,622,22,33,MISC,Wachsfabrik,False
22088,37320,622,165,173,MISC,Savoyard,False
22089,789_28064_37321,623,16,20,PER,Verf,True
22091,37323,627,43,57,ORG,Jlluminatismus,False
22092,797_28070_37325,629,0,6,LOC,Münch.,True
22093,798_28072_37326,629,11,17,LOC,Augob.,True
22094,800_28074_37328,630,0,4,TIME,1787,True
22095,37329,632,31,42,ORG,Jlluminaten,False
22096,37330,632,51,65,ORG,Jlluminatismus,False
22098,808_28087_37334,636,0,12,PER,Hr. Stattler,True
22099,37335,636,14,22,MISC,Exjesuit,False
22100,809_28090_37336,636,65,75,LOC,Jngolstadt,True
22101,811_28091_37337,636,119,123,PER,Verf,True
22102,812_28092_37338,637,46,54,PER,Stattler,True
22103,28093_37339,637,125,136,PER,Weishaupt's,True
22104,814_28100_37342,646,0,24,PER,Carl Andreas Berghäusers,True
22105,817_28101_37343,647,0,4,LOC,Wien,True
22106,818_28102_37344,647,21,25,PER,Verf,True
22107,819_28103_37345,647,27,31,TIME,1788,True
22108,820_28104_37346,649,4,12,PER,H. Verf.,True
22109,821_28105_37347,650,10,14,PER,Verf,True
22110,37349,653,7,12,MISC,Zoten,False
22111,37350,653,95,109,MISC,attisches Salz,False
22112,822_28107_37351,654,29,40,PER,Hr. Verfas.,True
22113,823_28108_37352,660,37,45,PER,H. Verf.,True
22114,37353,662,27,113,MISC,"Boccace, Voiture, Grecourt, Hoff mannswaldau, und dergleichen Zotenschriften geborgter",False
22115,832_28115_37354,662,262,268,PER,Catull,True
22116,834_28116_37355,662,270,276,PER,Tibull,True
22117,836_28117_37356,662,282,289,PER,Properz,True
22119,840_28122_37361,664,4,13,PER,Hr. Verf.,True
22120,37367,667,11,23,MISC,ausländlsche,False
22121,37368,667,11,23,LOC,ausländlsche,False
22122,852_28137_37376,667,183,190,LOC,England,True
22123,859_28142_37381,671,0,6,LOC,London,True
22124,860_28143_37382,671,7,11,TIME,1787,True
22125,868_28147_37384,676,0,6,LOC,London,True
22126,869_28148_37385,676,7,11,TIME,1787,True
22127,28151_37388,678,44,47,LOC,Ame,True
22128,28153_37389,679,0,5,LOC,rlcan,True
22129,894_28170_37404,687,0,16,LOC,Pfalzbayerisches,True
22131,896_28172_37406,688,0,6,LOC,Mannh.,True
22132,37407,689,3,7,MISC,Verl,False
22133,37408,689,3,7,ORG,Verl,False
22134,37409,689,13,21,MISC,Herausg.,False
22135,37410,689,13,21,ORG,Herausg.,False
22136,898_28175_37412,696,20,35,PER,Hr. Prof. Klein,True
22137,899_28176_37413,696,39,47,LOC,Mannheim,True
22138,900_28177_37414,697,53,58,LOC,Pfalz,True
22139,901_28178_37416,698,136,142,PER,Jacobi,True
22140,902_28179_37417,698,146,154,PER,Schloßer,True
22141,903_28180_37418,698,201,208,PER,Creuzer,True
22142,905_28183_37419,699,116,126,LOC,Mannheimer,True
22143,37420,699,183,188,MISC,Spaen,False
22144,909_28186_37421,701,4,20,TIME,16ten Jun. 1787.,True
22145,37422,702,22,33,MISC,ins Elisium,False
22146,913_28190_37425,703,50,57,PER,Apollos,True
22147,916_28193_37427,704,36,43,PER,Dalberg,True
22149,921_28198_37431,708,3,13,PER,F. Fontaua,True
22150,923_28200_37433,708,28,36,PER,J. Slier,True
22151,925_28201_37434,709,0,6,LOC,Londor,True
22152,927_28203_37436,709,7,11,TIME,1787,True
22154,936_28209_37442,713,0,6,LOC,London,True
22155,937_28210_37443,713,7,11,TIME,1787,True
22156,28211_37444,715,15,40,ORG,Medical Society of London,True
22157,28212_37445,715,34,40,LOC,London,True
22158,28214_941_37447,715,59,68,TIME,Vear 1773,True
22159,943_28215_37448,717,0,6,LOC,London,True
22160,944_28216_37449,717,7,11,TIME,1787,True
22161,37450,718,4,8,MISC,Abbe,False
22162,945_28217_37451,718,4,16,PER,Abbe Cavalli,True
22163,959_28228_37465,721,70,78,ORG,herzogl.,True
22164,960_37466,722,0,14,LOC,Wirtembergisch,True
22165,961_28229_37468,722,0,38,ORG,Wirtembergisch katholischen Hofkapelle,True
22166,28230_37469,722,62,64,PER,Sr,True
22167,28231_37470,723,0,8,PER,Herzogl.,True
22168,28232_37471,724,0,7,PER,Durchl.,True
22169,967_28233_37472,726,32,36,TIME,1786,True
22172,973_28239_37475,731,16,19,PER,Rec,True
22173,975_28240_37476,732,77,93,LOC,Wirtembergischen,True
22174,28241_37477,732,98,123,LOC,katholischen Deutschlande,True
22177,28245_37481,733,181,202,ORG,Reichsabtey Neresheim,True
22178,983_28246_37482,733,193,202,LOC,Neresheim,True
22179,37483,734,136,157,TIME,vor ungefähr 3 Jahren,False
22180,28250_37484,734,194,215,ORG,katholische Hofkirche,True
22181,985_28251_37485,735,0,6,PER,Hr. W.,True
22182,986_37486,736,22,38,ORG,protestantischen,True
22183,37487,736,200,224,MISC,practisches Christenthum,False
22184,988_28252_37488,738,4,8,PER,Gott,True
22185,37489,740,8,17,MISC,Schöpfung,False
22186,37490,740,8,17,EVENT,Schöpfung,False
22187,28253_37491,741,37,43,PER,Gottes,True
22188,989_28254_37492,742,21,27,PER,Gottes,True
22189,37493,744,8,18,PER,göttlichen,False
22190,992_28255_37494,744,47,53,PER,Gottes,True
22191,28256_37495,746,8,19,EVENT,Geburt Jesu,True
22192,993_28257_37496,746,15,19,PER,Jesu,True
22193,994_28259_37497,747,15,19,PER,Jesu,True
22194,28260_37498,748,8,25,EVENT,Auferstehung Jesu,True
22195,995_28261_37499,748,21,25,PER,Jesu,True
22196,28262_37500,749,8,24,EVENT,Himmelfahrt Jesu,True
22197,996_28263_37501,749,20,24,PER,Jesu,True
22198,997_28264_37502,750,8,23,PER,heiligen Geiste,True
22199,998_37503,751,24,37,ORG,Christenthums,True
22200,999_37504,752,11,24,ORG,Christenthume,True
22201,1000_37505,755,8,12,EVENT,heil,True
22202,1001_37506,756,0,10,EVENT,Abendmahle,True
22203,1002_28265_37507,758,31,35,PER,Jesu,True
22204,1003_37508,761,22,34,ORG,christlichen,True
22205,1005_28266_37509,768,14,20,PER,Gottes,True
22206,1006_28267_37510,770,17,21,PER,Gott,True
22207,1007_28268_37511,771,19,23,PER,Gott,True
22208,1008_28269_37512,772,35,39,PER,Gott,True
22209,1009_28270_37513,773,49,55,PER,Gottes,True
22210,37515,793,8,20,ORG,christlichen,False
22211,1011_28272_37516,794,18,22,PER,Jesu,True
22212,1012_37517,797,48,60,ORG,christlichen,True
22213,1013_28275_37519,839,26,30,PER,Gott,True
22214,1014_28276_37520,841,24,28,PER,Gott,True
22215,37521,842,16,31,EVENT,neuen Jahrstage,False
22216,37522,843,16,38,EVENT,Geburts⸗und Namenstage,False
22217,28277_37523,843,39,41,PER,Sr,True
22218,28278_37524,844,0,8,PER,Herzogl.,True
22219,28279_37525,845,0,7,PER,Durchl.,True
22220,37526,846,16,24,TIME,Frühling,False
22221,37527,847,16,22,TIME,Sommer,False
22222,37528,848,16,23,TIME,Herbste,False
22223,37529,849,16,22,TIME,Winter,False
22224,37531,850,20,30,TIME,Aerndezeit,False
22225,37532,851,20,28,TIME,Weinlese,False
22226,37534,853,47,58,LOC,Vaterlandes,False
22227,1018_28281_37536,876,0,9,PER,Recensent,True
22228,1020_28283_37537,878,53,62,PER,Verfasser,True
22229,37539,879,138,144,ORG,Herzog,False
22230,37540,881,82,100,MISC,besondere Festtage,False
22231,37541,881,82,100,EVENT,besondere Festtage,False
22232,1023_37542,882,44,57,ORG,Christenthums,True
22233,1028_28291_37543,883,102,106,PER,Gott,True
22234,1029_28292_37544,884,79,84,PER,Jesus,True
22235,1030_37545,885,61,80,MISC,heiligen Evangelien,True
22236,1031_37546,885,175,188,ORG,Christenthums,True
22237,37547,886,48,56,ORG,Religion,False
22238,37548,886,62,70,ORG,Religion,False
22239,1033_37550,887,93,101,ORG,Christen,True
22240,1035_28295_37551,888,9,24,PER,Vater im Himmel,True
22241,1040_28299_37554,889,87,91,PER,Gott,True
22242,37555,890,36,44,ORG,Religion,False
22243,37557,891,263,271,ORG,Religion,False
22244,1044_37560,894,72,97,MISC,neuen Berliner Gesangbuch,True
22245,1045_28303_37561,894,78,86,LOC,Berliner,True
22246,1046_37562,894,149,161,ORG,christlicher,True
22248,1049_37564,898,40,52,PER,lutherischen,True
22249,1051_28306_37565,898,86,97,PER,Recensenten,True
22250,1052_28307_37566,898,166,170,PER,Gott,True
22251,37568,901,8,35,MISC,Liede vom heigen Abendmahle,False
22252,37570,901,18,35,EVENT,heigen Abendmahle,False
22253,28313_37573,902,31,38,PER,Herzogs,True
22254,1054_28314_37574,902,48,52,PER,Verf,True
22255,1056_28316_37576,902,133,142,LOC,Stuttgart,True
22256,28318_37577,903,58,66,LOC,deutsche,True
22257,37578,903,115,125,EVENT,Abendmahls,False
22258,28319_37579,905,80,88,EVENT,Tod Jesu,True
22259,1058_28320_37580,905,84,88,PER,Jesu,True
22260,37581,905,111,121,PER,gottlichen,False
22261,1059_28322_37582,906,0,3,PER,Rec,True
22262,1061_28323_37583,906,42,51,LOC,Stuttgart,True
22264,1064_28326_37585,908,26,33,LOC,Mainzer,True
22265,1065_37586,908,26,47,MISC,Mainzer Monathschrift,True
22268,37588_1071_28329_37589,909,73,109,LOC,katholischen Hofkapelle zu Stuttgart,True
22269,1072_37590,909,110,118,LOC,deutsche,True
22271,1075_37592,910,45,55,LOC,Wirtemberg,True
22272,1077_37593,910,147,155,LOC,deutsche,True
22275,37595_1080_28332_37596,910,192,228,LOC,katholischen Hofkapelle zu Stuttgart,True
22276,1082_28333_37597,911,36,43,LOC,Mainzer,True
22277,1084_28334_37598,913,0,4,TIME,1787,True
22278,1086_28336_37599,916,104,114,PER,Verfassers,True
22279,37602,917,27,37,PER,vortreffl.,False
22280,1088_28339_37603,918,0,4,PER,Verf,True
22281,37604,919,40,47,ORG,Fürsten,False
22282,37605,919,56,67,PER,Deutschland,False
22283,37606,920,53,62,ORG,Bischofes,False
22284,1092_28342_37607,921,200,203,PER,Rec,True
22285,1093_28343_37608,921,210,242,PER,regierende Herzog von Wirtemberg,True
22286,1094_37609,921,232,242,LOC,Wirtemberg,True
22287,1095_37610,922,70,79,LOC,deutschen,True
22288,28346_37611,923,28,65,ORG,ehemaligen bischöflichen Jurisdiction,True
22289,37612,923,39,65,MISC,bischöflichen Jurisdiction,False
22290,1096_28347_37613,923,80,103,PER,Herzogs Carl Alexanders,True
22291,1097_37615,923,118,139,ORG,katholischen Religion,True
22292,1098_28349_37616,924,13,38,PER,Fürstbischof von Constanz,True
22293,1099_37617,924,30,38,LOC,Constanz,True
22294,1101_37619,924,66,75,LOC,Stuttgart,True
22296,1103_28353_37621,924,140,149,LOC,Stuttgart,True
22297,37622,925,4,18,ORG,Hofgeistlichen,False
22298,1105_28354_37623,925,42,48,PER,Papste,True
22299,28356_37624,926,81,88,LOC,Mainzer,True
22300,37625,926,81,102,ORG,Mainzer Monathschrift,False
22301,1109_28358_37627,927,42,45,PER,Rec,True
22303,1113_28363_37629,930,24,28,PER,H. W,True
22304,37630,930,113,121,ORG,Religion,False
22305,37632,931,145,153,ORG,Religion,False
22306,37633,931,374,384,EVENT,Aufklärung,False
22308,37635,931,405,417,ORG,katholischen,False
22309,1119_37636,931,481,493,ORG,Christenthum,True
22310,1123_37637,932,26,38,ORG,Protestanten,True
22311,1126_37639,932,203,214,ORG,katholische,True
22312,37640,932,326,336,MISC,Canonisten,False
22313,37641,932,326,336,ORG,Canonisten,False
22314,1129_28372_37644,935,19,23,PER,H. V,True
22315,28374_1131_37645,937,38,45,PER,Linne's,True
22316,1130_37646,937,0,53,MISC,"Pflanzenphilosophie, im Auszuge, nach Linne's Methode",True
22317,1134_28376_37647,939,0,4,PER,Linn,True
22318,1135_28377_37648,940,0,8,LOC,Augoburg,True
22319,28379_1137_37650,940,16,34,PER,Joseph Wolffischen,True
22320,37651,940,16,47,LOC,Joseph Wolffischen Buchhandlung,False
22321,1138_28380_37652,940,16,47,ORG,Joseph Wolffischen Buchhandlung,True
22322,1139_28381_37653,941,0,4,TIME,1787,True
22323,1140_28382_37654,942,12,21,PER,Recensent,True
22326,28386_37657,942,133,142,LOC,deutscher,True
22327,1145_28387_37659,944,3,9,LOC,Altona,True
22328,1146_28388_37660,944,17,25,TIME,18. Dec.,True
22329,28389_37661,945,3,7,TIME,v. J,True
22330,1147_28390_37662,949,0,22,PER,berühmte Gelehrte Joh.,True
22331,1148_28391_37663,950,0,3,PER,Jas,True
22332,1149_28392_37664,951,0,28,PER,"Dusch, Justizrath, und Pros.",True
22333,37665,952,0,6,MISC,im ho.,False
22334,37666,953,0,1,MISC,J,False
22335,1151_28393_37667,953,47,55,PER,Jacquins,True
22337,1153_28394_37669,953,92,99,PER,Linne's,True
22339,1155_28396_37671,954,0,4,LOC,Wien,True
