,document_id,text
8970,8971,"lncescere inclplat, auxiliante diuina gratia, Italia quoque nostra, in qua Rempublicam venetam praeiisse noulmus, huius et vestrorum"
8971,8972,principum
8972,8973,vestigia
8973,8974,propius
8974,8975,sequatur ducatus saltem noster Hetruriae
8975,8976,prae caeteris ln
8976,8977,hoc Deo fidele
8977,8978,praestat
8978,8979,"obsequium, quamuis et ipse adhuc multitudine insipidorum obruatur."
8979,8980,"Nunc nobis hie loci certandum est cum Spectro iansenistico, quod tamen omnibus Chiistum in Spiritu veritatis quaerentibus"
8980,8981,"ac adorantibus, consolationi"
8981,8982,"potius esse debet, quam dolorl, qula nouimus eos,"
8982,8983,"qui id nobis obiiciunt Nonne Episcopo romano lncumberet, si Primatum suum, quem omnes veneramur, super nos probare velit, hoc Spectrum a christianis oculis amouere, ne Schismata inter nos propter immensau Dei gratiam propagentur?"
8983,8984,sed frustra quaerimur.
8984,8985,"Tu ipsemet affirmas, ln vestris quoqne ditionibus hane turpitudinem regnare, id lis adseribas, qui hune lansenismum efformauerunt, ac ad protegendam suam caecltatem alere pergunt."
8985,8986,Vale! Dabam 17.
8986,8987,Ian.
8987,8988,178ð.
8988,8989,Mathematik.
8989,8990,"Der selbstlernende Algebrist, oder deutliche Anweisung zur ganzen Nechenkunst, worunter sowohl die Arithmetik und gemeine Algebra, als auch die Differential⸗ und Jntegralrechnung begriffen ist, von Abel Bürja."
8990,8991,Erster Theil 320 S. 8. Zweyter Theil 332 S. 8. Berlin und Libau bey Lagarde und Friederich.
8991,8992,1786.
8992,8993,"Wir zeigen hier eine Schrift an, deren Entstehen zwar schon über die Epoche unsrer oberdeutschen allgemeinen Litteraturzeitung ein wenig hinausreichet;"
8993,8994,"deren Fortsetzung und Werth aber uns berechtiget, sie ganz unter unsere Anzeigen aufzunehmen."
8994,8995,"H. B. bearbeitet in zwey mäßigen Octavbändchen, die von so vielen vor ihm schon in viel und wenig Bänden bearbeitete Algebra auf eine Art, die derselben im Ganzen durch die Ordnung, nach welcher er sie vorträgt, und durch die Vollständigkeit, die er ihr gibt, unsers Ermessens vor den meisten seiner Vorgänger einen entschiedenen Vorzug gewähret, und wie wlr glauben, jeden fähigen Kopf in den Stand setzen wird, was er auf dem Titel verspricht, auch im Werke zu leisten — Algebra durch sich selbst zu lernen."
8995,8996,"Unfähige Köpfe aber müssen gleichwohl aus anderen Büchern, nur nicht aus solchen, in welchen Algebra gelehrt wird, etwas zu erlernen suchen."
8996,8997,"Das erste Verdienst der Algebra des H. B. ist die deutliche, und bestimmte Classification der Rechnungsarten."
8997,8998,"Er findet ihrer secho, deren drey, die Addition, Multiplication und Erhebung meisten Theils zur Vergroßerung der Zahlen;"
8998,8999,"die drey übricen, die Subtraction, Division, und Exponentiation meisten Theils zu ihrer Verkleinerung dienen."
8999,9000,"Zugleich gibt er einen Wink, daß mit diesen sechs Rechnungsarten die Zahl derselben noch lange nicht erschöpfet zu seyn scheine."
9000,9001,"Z. B. a (a)3, (()* u. s.f., oder a, 2) u. s. f., und die diesen entgegengesetzten gäben wieder zwey neue Rechnungbarten:"
9001,9002,"man sey aber nur bisher nicht auf Fragen gefallen, die ihre Untersuchung nothwendig gemacht hätten."
9002,9003,Unterdessen könnte diese vielleicht doch nicht ohne wichtigen Nutzen seyn.
9003,9004,Die genannten sechs Rechnungsarten machen die sechs ersten Hauptstücke aus.
9004,9005,Bey der Addition wird der erste Grund zu dem Begriff von Verwechselungen gelegt.
9005,9006,"Bey der Multiplication ist die Aufgabe, die Primzahlen zu finden, recht gut an ihrem Orte."
9006,9007,"Die Abhandlung von Brüchen steht bey der Dvision, und ist sehr schon, und deutlich ausgeführet."
9007,9008,"Zuerst von Brüchen überhaupt, alsdenn von Decimalbrüchen, zuletzt von den übrigen genannten Brüchen."
9008,9009,"Die Ausführung der Lehre von den Combinationen und Verwechselungen komt im Hauptstücke von den Potenzen und Wurzeln vor, und dienet zur Grundlage der Lehre vom Binomium."
9009,9010,"Das sechste Hauptstück von der Exponentiation der Größen, oder von den Logarithmen verdienet alle Aufmierksamkeit, und ist nach einer dem Hu."
9010,9011,Verf.
9011,9012,eigenen Art ganz neu bearbeitet.
9012,9013,"Größen exponenziren heißt erforschen, die wievielste Potenz eine Größe von einer anderen Größe ist, oder zur wievielsten Potenz eine Größe erhoben werden muß, daß sie einer anderen gegebenen Größe gleich werde."
9013,9014,"Die eine gegebene Größe wird als Wurzel angesehen, und heisst ihm Basis, die andere wird als Potenz betrachtet, und heißt Dignität, und was herauskommt, ist der Exponent, und heißt Logarithmus."
9014,9015,"H. B. bezeichnet seine Operation auf eine neue Art, und gewinnt dabey den Vortheil in wenig Blättern die wichtige Lehre von den Logarithmen ungleich deutlicher und vollständiger, als sie in den meisten Lehrbüchern gefunden wird, vorzutragen."
9015,9016,"m heißt ihm, a durch b exponenzirt gibt m zum Logarithmus."
9016,9017,Hieraus schließt er a b. m
9017,9018,"n Beweis des Satzes, daß — ."
9018,9019,Aufgabẽ:
9019,9020,b2 b 1) einer logarithmischen Größe eine andere beliebige Basis zu geben;
9020,9021,2)
9021,9022,mehrere logarithmische Größen unter eine gemeinschaftliche Basis zu bringen;
9022,9023,3) aus dem Logarithmus — den Logarithmus zu finden;
9023,9024,"4) einer jeden Größe die Gest alt einer logarithmischen zu geben, z. B. o — 5) logarithmische Größen zu addiren, zu subtrahiren, multipliciren, dividiren; 6) eine bestimmte Zahl durch eine bestimmte zu erponenziren."
9024,9025,Lehre von den Kettenbrüchen.
9025,9026,Den Logarithmus einer bestimmten Zahl durch einen Kettenbruch auszudrücken;
9026,9027,"den Logarithmus eines Products, eines Bruchs, einer Potenz, einer Wurzel zu finden."
9027,9028,Eine Logarithmentafel zu verfertigen.
9028,9029,"Wenn Basis und Logarithmus gegeben sind, die Dignität zu finden."
9029,9030,"Wenn Dignität und Logarithmus gegeben sind, die Basis zu finden."
9030,9031,"Wenn der Logarithmus einer Zahl für eine gewisse Basis gegeben ist, den Logarithmus derselben für eine andere Basis zu finden."
9031,9032,"Alles bisher Gesagte wird durch die Anwendung der fünf ersten Rechnungsarten, und durch H. B. neue Bezeichnung geleistet."
9032,9033,"Das siebente Hauptstück betrachtet die negativen und imaginären Größen, das achte und neunte die Gleichheit der Differenzen und Rationen, oder die arithmetischen und geometrischen gleichen Verhältnisse und Progressionen."
9033,9034,"Alle Arten der Regel de Tri, Zinsrechnnng, Terminrechnung, Gesellschaftsrechnung, Kettenrechnung."
9034,9035,10tes Hauptstück von der Gleichheit der Logarithmen.
9035,9036,"Eine logarithmische Proportion besteht aus vier Sätzen, die so beschaffen sind, daß der zweyte die sovielste Potenz vom ersten sey, als der vierte vom dritten."
9036,9037,"Seine Bezeichnung: a, b c, d ist so viel"
9037,9038,"als: Aufgaben: Wenn drey Sätze einer logarithmischen Proportion gegeben sind, den vierten zu finden."
9038,9039,Zwischen zwey Zahlen a und e die mittlere logarithmische Proportionalzahl zu finden: x a*.
9039,9040,"Wenn in einer logarithmischen Progresfion der erste Satz, der Jndicator, und die Auzahl der Sätze gegeben sind, den letzten Satz zu finden;"
9040,9041,"auch den Jndicator, oder die Anzahl der Sätze zu finden, wenn das übrige gegeben ist."
9041,9042,Eilftes Hauptstück.
9042,9043,Von den Gleichungen mit einer einzigen unbekannten Größe.
9043,9044,"So schön als kurz für alle Grade nach den bekannten algebraischen Kunstgriffen bearbeitet, auch die Cardanische Regel für den dritten Grad trefflich vorgetragen."
9044,9045,Zuletzt noch die Falsirechnung.
9045,9046,Mit iesem endiget sich der erste Theil.
9046,9047,"Das 12te Hauptstück, mit welchem der 2te Theil beginnt, handelt von den Gleichungen mit mehr als einer unbekannten Größe."
9047,9048,"Alligationsregel, und Cocirechnung."
9048,9049,Das 13te Hauptstück von den Functionen.
9049,9050,Es werden besonders die identischen Gleichungen sehr deutlich vorgetragen.
9050,9051,14tes Hauptst.
9051,9052,", von den Differenzen der Functionen, und 15tes von der Erfindung der Functionen aus den Differenzen, und von den Reihen."
9052,9053,"Diese Hauptstücke sind eine vollständige Abhandlung der Differential⸗ und Jntegralrechnung für den Fall, daß die Differenzen als endlich angenommen werden."
9053,9054,"Bey den Reihen kommen die eckichten Zahlen, und die figurirten vor 16 u. 17tes Hauptst."
9054,9055,"von der Differenzialrechnung, und einigen Anwendungen derselben."
9055,9056,Ganz im besten Geschmack der höheren Analysis abgehandelt.
9056,9057,Die Anwendungen sind: die vollständige Differenz einer Function von x vermittelst der unendlich kleinen Differenzen zu finden.
9057,9058,"Vermittelst derselben den Werth finden, welchen eine Function von x belommt, wenn x um x zunimmt."
9058,9059,Eine binomische Große zur negativen oder gebrochenen Potenz zu erheben.
9059,9060,"Den Werth des Verhältnisses zu finden, wenn die Function, welche dieses Verhältniß ausdrückt, wird."
9060,9061,"Das Maximum, oder Minimum einer Function zu finden."
9061,9062,18tes Hauptst.
9062,9063,", von der Anwendung der Differentialrechnung auf Exponentialgrößen und Logarithmen."
9063,9064,Wie H. B. im 6ten Hauptst.
9064,9065,"die Lehre von den Logarithmen in allgemeinen Ausdrücken auf eine der Lehre von den Brüchen ähnliche Art vorgetragen hat, so schreitet er in diesem Hauptstücke mit Hülfe der Differentialrechnung zu der Erweiterung dieser Lehre, und ihrer Auwendung im Gebrauche der natürlichen und tabularischen Logarithmen."
9065,9066,"Vorzüglich meisterhaft und fleißig sind Anfängern zu Gefallen die Aufgaben ausgeführt, wenn die Proportionalzahl um ein Gewisses zunimmt, so soll man finden, um wie viel der Logarithmus zunehmen muß: die Proportionalzahl zu finden, welche einem Logarithmus gehöret, der nicht in den Tafeln anzutreffen ist: und die umgekehrte der erst gesagten."
9066,9067,"19te6 Hauptstück, von der Anwendung der Differentialrechnung auf die Cirkelgroßen."
9067,9068,"Von diesen wird hier, weil Herr B. von der Geometrie nichts voraussetzt, die Nahmenerklärung gegeben: zum Beysp."
9068,9069,die Function x x x7
9069,9070,1.2.3.
9070,9071,1.2.3.4.5. 1.2.3..
9071,9072,5. 6.7 heißt Sinus von X. Cos.
9072,9073,x heißt (1 ( sin x)*).
9073,9074,Tang.
9074,9075,x heißt u. s.f.
9075,9076,Nun wird die Lehre von diesen Größen vollständig abgehandelt.
9076,9077,"H. B. erlaubt sich sowohl für die Cirkelgrößen, als für die Differential⸗Jntegral⸗und logarithmischen Größen neue Bezeichnungen, welche aus einfachen deutschen Buchstaben bestehen, und ihm unterscheidender und kürzer zu seyn scheinen."
9077,9078,"Er schreibt dx anstatt dx, sdx anstatt sdx, lX anstatt lx, S x anstatt sin x, Tx anstatt tang x, Vx anstatt sin."
9078,9079,"vers x, x anstatt sec x; und diejenigen Cirkelgrößen, die mit einem Coanfangen, bezeichnet er mit einem Beystriche, als Sx anstatt Cos x, Tx anstatt Cot x u. s. f. 2ostes Hauptst."
9079,9080,Jntegralrechnung.
9080,9081,Erstens allgemeine Formeln zur Jntegration der Differentialfunctionen von einer einzigen veränderlichen Größe.
9081,9082,Hernach
9082,9083,"Differentialgleichungen von der ersten Ordnung und zwey unbekannte Größen zu integriren: heterogene Functionen in homogene zu verwanbeln: einen bequemen Factor zu finden, vermittelst welches die Gleichung Mdx Nd O ein richtiges Differential werden kann: die veränderlichen Größen in einer homogenen Differentialgleichung von der zweyten Ordnung abzusondern:"
9083,9084,"eben dieses in einer heterogenen Gleichung zu leisten: eben dasselbe zu leisten, wenn y, p und q homogen sind, ohne Rücksicht auf die Dimensionen des X."
9084,9085,"Endlich 21stes Hauptstück von den unbestimmten Functionen, und der Variationsrechnung."
9085,9086,"Die neueste Erfindung in der Analysis, deren ordentliches System wir Hn."
9086,9087,de la Grange
9087,9088,zu verdanken haben.
9088,9089,"H. B. hat durch dieses kleine vortreffliche Werk wirklich etwas geleistet, welches den wärmsten Dank aller Liebhaber mathematischer Wissenschaften verdienet."
9089,9090,"Er hat in einem vollständigen Compendium jungen fähigen Leuten alles an die Hand gelegt, was sie bedürfen, die Werke der vornehmsten Algebraisten ohne Hinderniß zu lesen, und er hat sie, wenn wir uns nicht sehr irren, wirklich in den Stand gesetzet, dieses ohne einen andern Lehrmeister, als den er ihnen in die Hand gibt, zu leisten: ein Vortheil, der um so viel schätzbarer ist, weil wir wissen, daß es gerade in der Mathematik wenig Lehrer gibt, die sich bis zu der einem Schüler nothigen Deutlichkeit herablassen konnen, und daß die besten und brauchbarsten Compendien so geschrieben sind, daß man einen Commentar über sie nicht für überflüssig halten konnte."
9090,9091,"Freylich wünschten wir, daß auch Hr. Bürja sich zuweilen hätte gefallen lassen, auf schon bewiesene Sätze mit einer oder einem Paar Ziffer zurückzuweisen."
9091,9092,"Wir kamen wirklich auf einige Stellen, wo wir vermuthen, daß der Anfänger werde stille stehen, und mit Verdruß und Zeitverlust dasjenige suchen müssen, was in der Nähe liegt, und mit einem Paar Worten ihm ins Gedächtniß zurück gebracht werden kounte."
9092,9093,"Wir zweifeln nicht, daß H. B. diesen Grad von größerer Vollständigkeit seinem im Ganzen sehr vortrefflichen Werke bey einer folgenden Auflage zu geben beflissen seyn werde, und wünschen nur, daß die vollständige Ausführung dieses Werkes, von dem wir auch die zwey ersten Theile des selbstlernenden Geometers vor uns haben, bald zu Stande kommen moge."
9093,9094,F. A. .
9094,9095,Naturgeschichte.
9095,9096,Neues Magazin für die Liebhaber der Entomologie: herausgegeben von Joh.
9096,9097,"Caspar Fueßly, fortgesetzt von D. Joh."
9097,9098,Jac.
9098,9099,Römer.
9099,9100,3ten Bandes 2tes Stück.
9100,9101,Zürich bey dem Herausgeber. 1787.
9101,9102,6 Bogen.
9102,9103,8.
9103,9104,"Endlich erhalten wir die Fortsetzung eines sehr nützlichen Werkes, das durch den für die Entomologie allzu frühe erfolgten Todesfall des rechtschaffnen Fueßly einige Zeit lang unterbrochen ward."
9104,9105,"Herr Römer, der schon in die vorigen Hefte des Magazius Aufsätze geliefert hat, wird nun der Herausgeber desselben."
9105,9106,GegenwärtigeStück enthält I.
9106,9107,"Einige Berichtigungen, und Ergänzungen der aus Schäffers Icones insectorum Ratisbonensium in Fabricii species insectorum angeführten Allegate, verglichen mit Harrers Beschreibung der vom Schäffer abgebildeten Jnsecten, von David Heinrich Schneider, Advocat in Stralsund, v. S. 97 — 141."
9107,9108,"Ein mit vielem Fleiße bearbeiteter Aufsatz, der den Entomologen um so angenehmer seyn muß, je großer die Verwirrung ist, welche bey den Citaten aus Schäffer überhaupt, vorzüglich aber in des Prof. Fabrizius Spec."
9108,9109,Insect. herrscht.
9109,9110,Die Abbildung Teb.
9110,9111,63. f. 2.
9111,9112,3. hat schon Laicharting zum Scar. lunaris gezogen.
9112,9113,"Recens. ist vollig mit dem V. darüber einverstanden, daß es um die Kopfhoker ein allzu unbestimmtes Kennzeichen ist, woran noch viele neuere Entomologen mit allzu großer Aengstlichkeit kleben:"
9113,9114,"er hat hierüber häufige Beweise in seinem Cabinete, vorzüglich unter den Seutellatis."
9114,9115,Das Citat.
9115,9116,S. 16. zum Fossor ist nicht berichtiget worden.
9116,9117,Scar.
9117,9118,verticicornis ist allerdings schwarz.
9118,9119,Scar.
9119,9120,quadrituberculat.
9120,9121,Laich.
9121,9122,"10 punetatus Schallers, und lemur Fabr."
9122,9123,sind nur ein Käfer.
9123,9124,Das Citat.
9124,9125,bey Mel.
9125,9126,Vitis kann nicht viel verändern;
9126,9127,denn Mel.
9127,9128,"Frischii, und Mel."
9128,9129,Vitis sind gewiß nicht zwey verschiedene Käferarten.
9129,9130,"II. Verzeichniß in Form eines Kalenders der im Jahre 1786 um Mainz gesammelten Schmetterlinge und Raupen, v. Hn."
9130,9131,Brahm d. R. L. 2c.
9131,9132,2c.
9132,9133,"ein artiger Pendant zu Maders Raupenkalender, der auch hin und wieder sehr nützliche Bemerlungen zur Naturgeschichte einiger noch nicht nach ihrer ganzen Entwickelung bekannter Jnsecten enthält, z. B. Sph."
9133,9134,"apiformis, Phal."
9134,9135,"hirtaria, lunaria, zonaria, trisolii, salicis, anachoreta u. s. w. Sph."
9135,9136,"oenotherae wohnt zu Frankfurt, gegen Schrank:"
9136,9137,bey Phal.
9137,9138,suliginosa wird Kleemann zurecht gewiesen;
9138,9139,"und behauptet, daß sich keine dieser Raupen vor dem Winter verpuppe."
9139,9140,Was soll S. 148 der Weisenbalsam seyn?
9140,9141,"III. Naturgeschichte des Jnsects, welches den Gummi Lack hervorbringt."
9141,9142,Von Hn.
9142,9143,J. Kerr von Patna.
9143,9144,"S. 169 — 178, ein wichtiger Aufsatz, der aus dem 71sten Bande der Phil."
9144,9145,Transact.
9145,9146,übersetzt ist.
9146,9147,"Das Jnsect ist eine noch unbeschriebene rothe Schildlaus, die Kerr coccus lacca nennt."
9147,9148,Geflügelte sind dem B. nie vorgelommen.
9148,9149,"Sie kleben sich an die Aeste der Ficus religiosa, indica, des Rhamnus Iujuba, des Plaso Hort."
9149,9150,Malab.
9150,9151,"an: bald zeigt sich um den Rand des Körpers eine klebrichte, halb durchsichtigeFeuchtigkeit, die endlich eine vollständige Zelle bildet."
9151,9152,Diese Zellen sind der Gummilack.
9152,9153,"Die weiße Substanz, die sich in den leeren Zellen des Sticklacks findet, sind abgestreifte Häute der jungen Jnsecten."
9153,9154,Der Gimilat ist häufig an beyden Ufern des Ganges: in Dacca kosten 100 Pf.
9154,9155,Lack nur 12 Pf.
9155,9156,Sterl.
9156,9157,"Der beste ist dunkelroth: die Einwohner machen Ringe daraus, die sie mahlen, vergolden, und zu ihrer Frauen Armschmuck gebrauchen."
9157,9158,"Die Methoden, Siegellack daraus zu bereiten, Japanischen Lack nachzuahmen, Schleifsteine damit zu verfertigen, damit zu mahlen, zu färben, werden angegeben."
9158,9159,H. Nömer wird durch ähnliche Uebersetzungen aus ausländischen kostbaren Werken dem Magazine einen wesentlichen Werth verschafsen.
9159,9160,Am Ende werden noch einige zur Entomologie gehörige Werte angezeigt.
9160,9161,"Wenn schon die Absicht, die man Anfangs bey der Anlage dieses Magazins bezielte, noch nicht erreicht ist, auch schwerlich jemahls erreicht werden dürfte, so verdient doch H. R. allen Dank dafür, daß er des verewigten Sueßly Unternehmen nicht mit ihm zu Grabe gehen ließ."
9161,9162,Alvd.
9162,9163,Schriften vermischten Jnhalts.
9163,9164,Helvetischer Kalender für das Jahr 1788.
9164,9165,Zürich bey Geßner.
9165,9166,119 S. 16.
9166,9167,"Eines der gemeinnützigsten Jnstitute für de Schweiz ist dieser Kalender, der schon einige Jahre ununterbrochen fortgesetzt wird;"
9167,9168,und auch i anderen deutschen Provinzen Nachahmung verdiete.
9168,9169,"Außer den gewöhnlichen Kalender⸗Anzeige worunter der alte sowohl, als neue Kalender nad ihren Tagen fortlaufen, werden bey jedem Tage die politischen Feste und Jahrmärkte der ganzen belvetischen Eidgenossenschaft angezeigt."
9169,9170,"Nach jedem zweyten Monath sind Kupferstiche merfwürdiger Aussichten und Gegenden eingerückt, und zwar in gegenwärtigem Kalender 1) die Rheinbrücke nahe bey st."
9170,9171,"Roch, im Medelser"
9171,9172,"Thal in Bünten, 2)"
9172,9173,"das Clönthal im Canton Glarus, 3) der Gletscher zu Bernina in Bünten, 4) die Leitern, nahe beyn Leulerbad in Wallis, 5) eine Gegend bey st."
9173,9174,Jt hann im Medelser
9174,9175,"Thal in Bünten, und 6)"
9175,9176,Pi sevache in Wallis.
9176,9177,"Hierauf folgen der Regierunge Kriego⸗ und Litterar⸗ Etat der ganzen helret schen Eidgenossenschaft, derselben gemeinen Herschaften, und zugewandten Orte vom Jahre 1787 bis 1788; verschiedene topographische und historische, sehr gute Aufsätze, nämlich 1) die oberste ersteig liche Höhe des st."
9177,9178,"Gotthards, 2) der Rheinfall, 3) die drey berühmtestenWasserfälle in der Schwei, a) der Reichenbach in Haßli, b)"
9178,9179,"der Stanbbah bey Lauterbrunn, c) der Pissevache bey st."
9179,9180,Mori im untern Wallis.
9180,9181,4)
9181,9182,Drey Schweitzer Prospect von großen Meistern. 5)
9182,9183,Noch etwav zur Geschicte des Rheinfalls. 6)
9183,9184,Das Grabmahl zu Hindel bank. 7) Neuböotien.
9184,9185,8) Jubelfeyer des sel.
9185,9186,Nico laus von Flüe. 9)
9186,9187,Die helvetischen Schwestern.
9187,9188,"Ein Ritter⸗und Heldenroman. 10) Robert Scip on von Leutulus — meisten Theilo aus bewährten Schriftstellern gezogene, sehr lehrreiche Aufsäte!"
9188,9189,"Den Beschluß machen das Postenverzeichniß dur die Schweitz, eine Reiseroute durch die Schweih/ und das eidgendßische Münzwesen."
9189,9190,A. .
9190,9191,Religionsschriften.
9191,9192,"Von dem Einfluß der Religion auf die Glückseligkeit der Menschen, und von den."
9192,9193,Ursachen und traurigen Solgen des Unglaubens.
9193,9194,Jn Briefen.
9194,9195,Prag bey Johann Mangoldt.
9195,9196,1787.
9196,9197,181. S.
9197,9198,8.
9198,9199,"Diese Schrift ist allerdings das würdige Produet des ernsten Selbstdenkers, und des redlichen Mannes, der für Religion und Wahrheit ein warmes Herz hat."
9199,9200,"Der Verf. nimmt die Religion in Schutz, ohne zu polemisiren;"
9200,9201,"er kennt das Jnteresse der Menschheit, das ihr aus dem Festhalten auf Religion zufließt, und um ihren Einfluß auf Moralität und Menschenbeglückung anschaulich zu machen, hält er sich bloß bey den ersten Grundwahrheiten der Religion auf;"
9201,9202,bringt ihre Verhältnisse zur Glückseligkeit der Menschen in ein helles Licht;
9202,9203,"fasset Ursachen und Folgen unter einen engern Gesichtspunct, und, ob hier gleich nichts neues gesagt wird, so findet doch der Leser neue Darstellung der wichtigsten Wahrheiten, welchen außer dem Falle einer vorsetzlichen Widerspenstigkeit weder Verstand, noch Herz widerstehen kann."
9203,9204,"Der V. will kein Theolog seyn, weil theologische Gelehrsamkeit (ohne Philosophie und Duldungsgeist) mit jedem Tage der gesitteten Welt verdächtiger zu werden scheint."
9204,9205,(S. 174.)
9205,9206,Die ganze Schrift besteht tu 9 Briefen.
9206,9207,"Bescheidenheit, Mäßigung, Bestimmtheit der Ausdrücke und Sätze sind die unverkennbaren und liebenswürdigen Eigenschaften eines jeden Briefes;"
9207,9208,obschon hier und da schwerfällige und schleppende Perioden vorkommen.
9208,9209,"Diesen Mangel ersetzt aber die Richtigkeit der Begriffe, die, wenn sie der V. in einer gefälligeren Aneinanderreihung der Sätze niedergeschrieben hätte, bloß angenehmer, aber um niches gründlicher, richtiger, oder an Beweiskraft stärter seyn würden."
9209,9210,"Die Reinigkeit des Ausdrucks, und ästhetische Schonheiten geben den Begriffen keine innere Festigkeit;"
9210,9211,sie sind bloß die äußerliche und zufällige Vollkommenheit einer Schrift.
9211,9212,Man soll sie zwar memahls vernachläßigen;
9212,9213,aber auch niemahls die ganze Stärke eines Beweises darin suchen.
9213,9214,"Der V. beschränkt den Begriff von Religion nur auf wenige practische Grundwahrheiten, deren Anwendbarkeit und Einfluß auf die Moralität der Menschheit, und auf ihre davon abhangende Glückseligkeit alle Augenblicke sichtbar wird."
9214,9215,"Unter solche Wahrheiten zählt er den festen Glauben an das Daseyn Gottes, an eine Vorsehung, moralische Regierung Gottes, an die Unsterblichleit unserer Seele, an ein künftiges besseres Leben."
9215,9216,Jn dem Evangelium findet er diese Wahrheiten bekräftiget;
9216,9217,weßwegen er auch von der christlichen Religion allzeit mit Hochachtnng und Empfindung spricht.
9217,9218,"Er unterscheidet die christliche Religion mit großer Sorgfalt von den kirchlichen Lehrsystemen, und noch sorgfältiger von dem Schultande unbiegsamer Theologen, die sich ihrer ebernen Stirne wegen groß dünken."
9218,9219,"Hätte er mehr Anhänglichkeit an irgend eine christliche Religionspartey gezeigt, so würde sein Beweis vielleicht nie zu dem hohen Grade einer ruhigen Ueberzeugung für alle Glaubenẽgenossen überhaupt gediehen seyn, den er wirklich erreicht hat."
9219,9220,"Der V. hatte es auch nicht nothwendig, als Katholik, oder als Protestant, oder als Reformirter u. s. w. aufzutreten;"
9220,9221,"er nimmt es bloß mit der Classe der angeblichen starken Geister auf, die den ganz sonderbaren Satz behaupten: daß jede geoffenbarte, und um so mehr die christliche Religion (auch bey ihrer originellen Reinigkeit) schlechterdings den schädlichsten Einfluß auf das Wohl der Menschheit haben müsse;"
9221,9222,"daß der Glaube an Gott, und an eine zukünftige Welt den übrigen Triebfedern der Tugend im geringsten keinen neuen Grad der Elasticität mittheile; daß er vielmehr wohl gar daran hinderlich sey."
9222,9223,S. 26.
9223,9224,"Solche Paradorien zu widerlegen, macht der Katholik mit dem Protestanten und Reformirten gemeine Sache."
9224,9225,"Er sucht also geradehin das Gegentheil zu beweisen, zeigt die traurigen Folgen des Unglaubens dieser Art an, und wirft hier und da einen Blick auf die Quellen, woraus der Unglaube entspringt."
9225,9226,"Neben der in diesen Briefen herrschenden Jdee, sagt der V. noch viele andere sehr intoressante Wahrheiten, die allerdings verdieuen von Vielen gelesen zu werden."
9226,9227,Jch will nur einige Muster ausheben.
9227,9228,Die Anmerlung im ersten Briefe S. 2 u. 3. verdienet allerdings die Aufmerksamleit des Lesero.
9228,9229,"Der V. schrieb da eine Wahrheit nieder, die eben so ft mißkannt, aber doch keiner genauern Prüfung werth gehalten wird, als wichtig sie für die Menschheit ist."
9229,9230,"Nach seiner und meiner Ueberzeugung soll sich der Weltmann (der Fürst, der Minister, der Sachverwalter des Staates eben so ernstlich, als andere ansehnlichere Glieder der menschlichen Gesellschaft) aus der nähern Kenntniß der ersten practischen Religionswahrheiten, aus der lebhaften Ueberzeugung davon, und aus dem ofter wiederhohlten Nachdenken hierüber eine wirkliche Angelegenheit machen."
9230,9231,"Die Folge davon würde, müßte nicht weniger, als reicher Segen für die ganze Menschheit seyn."
9231,9232,"Jmmer ist die kalte Gleichgültigkeit zu bedauern, bey welcher man jedes ernsthafte Wort von Gott, von Gewissen, Christenthum, und Ewigkeit für bloße sterile Theologie erklärt, die man lediglich · den Geistlichen, als Etwas zu ihrer Profession allein Gehöriges eben so unbedenklich überlassen müsse, als dem Sternkündigen die Berechnung astronomischer Tabellen, oder dem Uhrmacher die zubestimmende Proportion der Räder und Federn."
9232,9233,S. 3 und 4 scheint der V. in seinen Forderungen zu weit zu gehen.
9233,9234,"Er sagt: wir müssen mit einer Menge von Menschen umgehen, deren wirkliche Gesinnung in Ansehung der Religion wir gar nicht ausfindig zu machen wissen, (ist auch nicht nothwendig."
9234,9235,"Es wäre äußerst seltsam, wenn man vorläufig ein Glaubensbekenntniß von dem Manne fordern wollte, mit dem man sich in Geschäfte oder gesellschaftl."
9235,9236,"Umgang einlassen wollte) die alle unmoglich auf einer durchaus gleichen Stufe des Glaubens, oder des Unglaubens stehen;"
9236,9237,"die sich aber dennoch bey aller der vermuthlichen Abstufung in ihrer hierher gehdrigen Denkart das Wort gegeben zu haben scheinen, daß sie sich ja keinen Unterschied dabey in ihren Aeußerungen und Bezengungen merken lassen."
9237,9238,(Was liegt daran?
9238,9239,"in Geschäften und gesellschaftlichem Umgange hat man auf Handlungen, nicht auf innere Gesinnungen zu sehen."
9239,9240,"Jene befördern unmittelbar das Jnteresse der Gesellschaft, diese nicht."
9240,9241,"Jst die Treue, die Redlichkeit des Mannes, der sich in Betreffe seiner Religionsgesinnungen gegen Niemand aufschließt, weniger eine gesellschaftl."
9241,9242,"Tugend, als sie es bey dem Gecken ist, der Stundenlang über seine Herzensreligion und Tugend plaudert, die er nicht besitzt?"
9242,9243,"ob der Mann redlich, zuverläßig, treu sey, muß man aus Thaten, nicht aus Worten schliessen.)"
9243,9244,"Wenn mir jemand sagt, fährt der V. fort, daß er kein Daeyn, keine Regierung, keine in die Zukunft hinuogehende Absichten eines obersten Wesens für wahr halten könne;"
9244,9245,"so weiß ich, wie ich mit ihm daran bin;"
9245,9246,"so erwarte ich von ihm keine andere Sinnes⸗ und Handlungsart, als die aus diesen seinen Grundsätzen fließt."
